int64_field_0,venda_id,nome_produto,data_venda,quantidade
3574,40801,"Addera Cal 2000UI, frasco com 30 comprimidos",01-2024,
3750,17245,Furoato de Mometasona Pomada 20g Medley Genérico,01-2024,
3836,45711,"AltaD Caps 1.000UI, caixa com 30 cápsulas moles",01-2024,
3984,9325,@ Amoxicilina+Clav 250Mg Sus Ems,01-2024,
3990,5317,"Carvedilol 6,25mg 30 comprimidos",01-2024,
4001,11149,Sulfametoxazol + Trimetoprima - Teuto 400 + 80mg caixa com 20 comprimidos,01-2024,
4010,21865,"Adinos 0,5Mg G, Caixa Com 1 Bisnaga Com 15G De Gel Creme De Uso Dermatologico",01-2024,
4056,2065,Calamed Locao Pos Sol 100 Ml,01-2024,
4090,13945,"Galvus Met 50mg + 1000mg, caixa com 56 comprimidos revestidos﻿",01-2024,
4113,40573,Calcitotal frasco com 60 cápsulas,01-2024,
4119,20617,Filinar G 10mg ml xpe fr 120 ml+copo med,01-2024,
4127,7981,"Dozemast 1.000Mcg, Caixa Com 90 Comprimidos Sublingual",01-2024,
4190,5353,"Venzer Hct 8Mg + 12,5Mg, Caixa Com 30 Comprimidos",01-2024,
4228,20989,"Mucosolvan 3mg/mL, caixa com 1 frasco com 120mL de xarope de uso pediátrico",01-2024,
4267,11461,Eliquis 5mg 60 comprimidos,01-2024,
4298,13837,"Nimegon Met 50mg + 500mg, caixa com 56 comprimidos revestidos",01-2024,
4328,23437,"Babymed 10000UI/g + 400UI/g + 100mg/g, bisnaga com 45g de pomada de uso dermatológico",01-2024,
4359,361,Doriless Gotas 15mL,01-2024,
4386,685,CafiLisador 500mg + 65mg com 4 comprimidos Caixa com 25 Cartelas,01-2024,
4446,2137,Celestamine Xarope Sem Açúcar 120mL,01-2024,
4486,38533,Promim Creme 30 G 20 Aplicadores,01-2024,
4506,4333,"Cardizem SR 120mg, caixa com 20 cápsulas gelatinosas duras de liberação prolongada﻿",01-2024,
4655,26749,"Clortalidona Ems 12,5Mg, Caixa Com 60 Comprimidos",01-2024,
4656,41125,Cronobe Injetável 5000mcg 2 Ampolas,01-2024,
4768,4369,"Cardizem Sr 90Mg, Caixa Com 20 Capsulas Gelatinosas Duras De Liberacao Prolongada",01-2024,
4865,8449,"Clenil Compositum Hfa 50Mcg Dose + 100Mcg Dose, Caixa Com 1 Aerosol Bucal Com 200 Doses De Suspensao De Uso Inalatorio + 1 Dispositivo Oral",01-2024,
5025,43961,Suplemento Alimentar DayVit Kids Suspensão Oral 120ml,01-2024,
5239,18025,"Pyridium 200mg, caixa com 18 drágeas",01-2024,
5253,16789,"Cetoconazol Creme Cimed 20Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico",01-2024,
5256,35365,Sérum Facial Ácido Hialurônico Hidraderm Ciclos - 30ml,01-2024,
5266,6409,"Dicloridrato De Manidipino 10Mg Pharlab, Caixa Com 30 Comprimidos",01-2024,
5572,5641,"Atenolol + Clortalidona Medley 50mg + 12,5mg, caixa com 30 comprimidos",01-2024,
5855,2485,"Dicloridrato de Levocetirizina Eurofarma 5mg, caixa com 10 comprimidos revestidos",01-2024,
5857,38089,Flexive CDM 350mg g Creme Dermatológico 50g,01-2024,
5988,8557,"Seretide Spray 25 mcg/dose + 125 mcg/dose, caixa com 1 tubo com 120 doses de suspensão de uso inalatória + válvula dosadora",01-2024,
6109,3733,"Selozok 25mg, caixa com 30 comprimidos de liberação controlada",01-2024,
6252,9577,"Astro 1.500mg Suspensão Oral 37,5ml",01-2024,
6265,5761,"Roxflan 5Mg, Caixa Com 30 Comprimidos",01-2024,
6380,36697,"Cloridrato de Ciclobenzaprina Eurofarma 10mg, caixa com 30 comprimidos revestidos",01-2024,
6381,2953,"Prometazina Teuto 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",01-2024,
6556,2113,"Loratadina Cimed 1mg/mL, caixa com 1 frasco com 100mL de xarope + copo dosador",01-2024,
6661,5041,"Duomo 4mg, caixa com 30 comprimidos",01-2024,
6742,39361,"Levotiroxina Sodica Merck 175Mcg, Caixa Com 30 Comprimidos",01-2024,
6794,25225,"Magnazia 37mg/mL + 40mg/mL + 5mg/mL, frasco com 240mL de suspensão de uso oral",01-2024,
6835,3589,Olmesartana 40mg 30 Comprimidos Althaia,01-2024,
6877,4525,"Benicar 40Mg, Caixa Com 30 Comprimidos Revestidos",01-2024,
6907,8017,Cloridrato de Propafenona Althaia 300mg com 60 comprimidos revestidos,01-2024,
6972,23185,Acetato de Dexametasona Creme 1mg Genérico União Química 10g,01-2024,
7045,19477,Daflon 900mg + 100mg 30 Comprimidos,01-2024,
7112,10537,Amoxicilina 500Mg 21 Capsulas  Nq,01-2024,
7148,23257,Pointts Anti-Verrugas C 12 Aplicações 80Ml,01-2024,
7196,7945,Vastarel MR Trimetazidina 35mg 60 comprimidos,01-2024,
7691,20773,"Aerolin 0,4mg/mL, caixa com 1 frasco com 120mL de xarope",01-2024,
7884,22321,"Prednisolona EMS 20mg, caixa com 10 comprimidos",01-2024,
8056,28261,"Peg-Lax 8,5g Pó Para Solução Oral Sem Sabor 14 Envelopes",01-2024,
8130,36841,Zinpass + Eze 10Mg 10Mg Com 30 Comprimidos Revestidos,01-2024,
8439,4945,"Bramicar 80Mg, Caixa Com 30 Comprimidos",01-2024,
8566,45737,"Peg-Lax 8,5g Pó Para Solução Oral Sem Sabor 14 Envelopes",01-2024,
8589,27649,Suavlax c  30 Cápsulas - Dovalle,01-2024,
8816,4897,Anti-Hipertensivo Brasart Bcc 160Mg+5Mg 30 Comprimidos,01-2024,
9011,7285,Rosuvastatina 20mg 30cpr germed,01-2024,
9183,23881,"Flogoral Pastilha 3Mg, Caixa Com 12 Pastilhas, Menta",01-2024,
9226,42517,Prefolin 30Cap,01-2024,
9320,15637,"Travoprosta 0,04mg 2,5mL Solução Oftálmica Medley",01-2024,
9785,33145,Oxcarbazepina 300mg Ranbaxy 30 Comprimidos Revestidos,01-2024,
9860,8197,"Alenia 6mcg + 200mcg, caixa com 60 cápsulas gelatinosas duras com pó de uso inalatório﻿ (refil)",01-2024,
9867,29329,Dorene Tabs 150mg 30 Comprimidos,01-2024,
9902,15601,"Latanoprosta + Maleato de Timolol Solução Oftálmica Genérico Germed 2,5ml",01-2024,
10067,17077,Itraconazol 100mg Genérico Eurofarma 15 Cápsulas,01-2024,
10217,22033,Gel Bucal Gengi Baby 10g,01-2024,
10397,40045,Maca Peruana Kester 60 cápsulas,01-2024,
10473,25189,"Simeticona Medley 40Mg, Caixa Com 20 Comprimidos",01-2024,
10514,13213,"Xigduo XR 5mg + 1000mg, caixa com 60 comprimidos revestidos﻿",01-2024,
10829,9553,@ AZITROMICINA 600MG SUSP EURO,01-2024,
10938,47237,"Sal de Frutas Eno frasco com 100g de pó efervescente de uso oral, laranja",01-2024,
11071,27169,Permetrina 10mg g Loção 60mL Prati Donaduzzi Genérico,01-2024,
11161,28177,"Supositório de Glicerina Granado Pharmacias caixa com 12 supositórios, uso adulto",01-2024,
11222,30193,"Cloridrato de Venlafaxina 37,5mg Aché 28 Comprimidos",01-2024,
11254,47797,"Desloratadina Prati-Donaduzzi 0,5Mg Ml, Caixa Com 1 Frasco Com 100Ml De Xarope + Seringa Dosadora",01-2024,
11648,45086,Luvox 100mg 30 Comprimidos Revestidos,01-2024,
11667,10393,Verutex B 20 + 1mg Creme Dermatológico Bisnaga 15g,01-2024,
11713,13681,"Cloridrato de Metformina Medley 850mg, caixa com 30 comprimidos revestidos﻿",01-2024,
11776,29473,Foxis 200mg 15caps,01-2024,
11805,46508,Suplemento de Arginina Reforgan 250mg com 30 comprimidos,01-2024,
11845,10345,"Kollagenase com Cloranfenicol 10mg g + 0,6UI g 50g Pomada de Uso Dermatológico",01-2024,
11962,41497,Addera D3 5000Ui 30Caps,01-2024,
12251,41917,Bup Xl 300Mg Com 30 Comprimidos De Liberacao Prolongada,01-2024,
12280,46449,Vastarel MR Trimetazidina 35mg 60 comprimidos,01-2024,
12544,33613,Fluoxetina 20 30Cap Teu,01-2024,
12594,24961,Strepsils Laranja 8 Pastilhas,01-2024,
12631,19129,Varicoss 60 Drageas,01-2024,
12777,17425,"Nistatina Gotas Prati-Donaduzzi 100.000Ui Ml, Caixa Com 1 Frasco Gotejador Com 50Ml De Suspensao De Uso Oral",01-2024,
13046,23509,Ivy C Ferulic Creme Com 30 Gramas,01-2024,
13413,12949,"Neovlar 0,25Mg + 0,05Mg, Caixa Com 21 Drageas",01-2024,
13550,26833,Hidrion 40 + 100mg com 30 Comprimidos,01-2024,
13873,10477,Cloridrato de Ciprofloxacino 500mg Medley 14 Comprimidos Revestidos,01-2024,
14315,27697,Leite De Magnesia Eno 120Ml,01-2024,
14492,11569,"Hora H Uno 1,5Mg, Caixa Com 1 Comprimido",01-2024,
14647,13309,"Trayenta Duo 2,5 850mg com 60 Comprimidos",01-2024,
14676,24913,Canabidiol 50Mg ml Prati Donaduzzi Solução Oral 30Ml + Seringa Dosadora,01-2024,
14802,18085,"NiQuitin Adesivo 14mg, caixa com 7 adesivos transdérmicos transparentes (etapa 2)",01-2024,
14815,20197,Fenergan Exp  Adu 100Ml,01-2024,
15298,30913,Cloridrato de Sertralina 25mg Eurofarma 30 Comprimidos Revestidos,01-2024,
15343,26485,Esmalte Tratamento Sos Unhas Sara Bifinho,01-2024,
15394,16981,"Cetoconazol Xampu EMS 20mg/g, caixa com 1 frasco com 100mL de xampu",01-2024,
15433,40633,Suplemento Alimentar DayVit Kids Suspensão Oral 120ml,01-2024,
15468,40873,"Attivs 900mg, caixa com 30 comprimidos",01-2024,
15494,27505,Nervocalm 250mg 60 Comprimidos,01-2024,
15585,19057,Dobeven 500mg Apsen 30 Cápsulas,01-2024,
15808,25129,Xantinon 100mg + 20mg com 10 comprimidos,01-2024,
15815,32005,Procimax 20mg caixa com 28 comprimidos,01-2024,
15836,25141,Gastroliv Efervescente Abacaxi 5g caixa com 50 envelopes,01-2024,
16158,14641,Vonau Flash Menta 4 Mg 10 Comprimidos,01-2024,
16220,38041,Voltaren 75mg Solução Injetável 5 Ampolas de 3mL,01-2024,
16319,12841,Cerazette 75mcg Organon 84 Comprimidos,01-2024,
16381,36781,Aflexa Max colágeno 30 cápsulas,01-2024,
17027,27829,"Ducodil 5mg, caixa com 20 comprimidos revestidos",01-2024,
17156,45158,Varicoss 60 Drageas,01-2024,
17167,18697,"Omenax 20mg, caixa com 56 cápsulas gelatinosas duras",01-2024,
17191,12433,"Belarina 2mg + 0,02mg, caixa com 24 comprimidos revestidos + 4 placebos",01-2024,
17326,33649,Fenobarbital 100 30Cpr Teu,01-2024,
17374,19441,Daflon 500Mg 30Cpr Rev,01-2024,
17404,30937,Paco 500+30Mg Com 24 Comprimidos,01-2024,
17538,25093,Vick Pastilhas Sabor Menta 5 Unidades,01-2024,
18046,22201,Diprosalic 064 + 20mg solução frasco com 30ml,01-2024,
18074,45949,"Nistatina Gotas Prati-Donaduzzi 100.000Ui Ml, Caixa Com 1 Frasco Gotejador Com 50Ml De Suspensao De Uso Oral",01-2024,
18527,44043,Cronobe Injetável 5000mcg 2 Ampolas,01-2024,
18548,18529,Pantoprazol 40mg Aché Biosintética 28 comprimidos,01-2024,
18628,36061,Mirtax 10mg 15 Comprimidos Revestidos,01-2024,
18750,31801,Codein 3mg frasco com 120ml,01-2024,
19037,17749,Prolopa Bd 100 25 Mg 30 Comprimidos,01-2024,
19077,32569,Frontal 025mg caixa com 30 comprimidos,01-2024,
19187,17941,Cramberry Kester 30 cápsulas,01-2024,
19317,31681,"Lactopurga Ultracet 10 Comprimidos Revestidos 325mg 37,5mg",01-2024,
19423,46839,Cálcio e Vitamina D3 Kester 60 comprimidos,01-2024,
19717,46510,"Dicloridrato De Manidipino 10Mg Pharlab, Caixa Com 30 Comprimidos",01-2024,
19892,45088,Leite De Magnesia Eno Hortela 350Ml,01-2024,
20115,43393,Suplemento de Arginina Reforgan 250mg com 30 comprimidos,01-2024,
20358,32449,Maleato de Midazolam - Medley 15mg caixa com 30 comprimidos,01-2024,
20985,26677,"Hidroclorotiazida 1Farma 25mg, caixa com 30 comprimidos",01-2024,
21128,27601,"Imussuprex 50mg, caixa com 50 comprimidos revestidos",01-2024,
21181,23245,Finasterida 1mg EMS 30 Comprimidos União Química,01-2024,
21364,38197,Bi-Profenid 150mg caixa com 10 comprimidos,01-2024,
21393,27817,Óleo Mineral Bravir frasco com 200mL de óleo uso oral ou tópico,01-2024,
21402,43249,Pharmaton Imunidade e Energia caixa com 60 cápsulas,01-2024,
21606,24037,"Ciflogex Pastilha 3mg, caixa com 12 pastilhas, sabor cereja",01-2024,
21759,46158,"Prometazina Teuto 20mg/g, caixa com 1 bisnaga com 30g de creme de uso dermatológico",01-2024,
21855,21541,Busonid 200mcg Refil 60 Cápsulas Biosintética,01-2024,
21857,24601,"Salsep Jet Kids 9mg/mL, frasco com 100mL de solução de uso nasal",01-2024,
23223,25921,"Bromoprida Medley 10mg, caixa contendo 20 cápsulas gelatinosas duras",01-2024,
23809,26941,"Lasix 40mg, caixa com 20 comprimidos",01-2024,
24014,23665,Solução Antisséptica Bucal Malvona com 200mL,01-2024,
24200,22993,Valerato de Betametasona 1mg g Solução 50mL Neo Química Genérico,01-2024,
24292,25669,Orlistate 120mg 84 cápsulas EMS Genérico,01-2024,
24871,40021,Complexo B Kester gotas 20ml,01-2024,
24895,27049,Deltalab Loção 100mL,01-2024,
24999,29005,Inseris Xr 300Mg Com 30 Comprimidos Revestidos,01-2024,
25062,39241,"Euthyrox 75Mcg, Caixa Com 50 Comprimidos",01-2024,
25304,39901,Cálcio e Vitamina D3 Kester 60 comprimidos,01-2024,
25522,24001,"Ciflogex Colutório Spray 1,5mg/mL, caixa com 1 frasco spray com 30mL de colutório, sabor mel",01-2024,
25658,27721,Leite De Magnesia Eno Hortela 350Ml,01-2024,
25909,21949,"Berlison 10mg/g, caixa com 1 bisnaga com 15g de creme de uso dermatológico﻿",01-2024,
26072,45732,"Massageol 52,50Mg + 44,40Mg + 20Mg, Bisnaga Com 30G De Pomada De Uso Dermatologico",01-2024,
26158,37969,"Massageol 52,50Mg + 44,40Mg + 20Mg, Bisnaga Com 30G De Pomada De Uso Dermatologico",01-2024,
26466,27757,Lativax Lactulose Kester Salada de Frutas 120ml,01-2024,
26690,26257,"Sal de Frutas Eno frasco com 100g de pó efervescente de uso oral, laranja",01-2024,
26931,32929,Anafranil Sr 75Mg 20Cpr,01-2024,
26946,43429,Brilinta 90mg 60 Comprimidos AstraZeneca,01-2024,
26993,26317,Orlistate 120mg 42 cápsulas Prati Donaduzzi Genérico,01-2024,
28153,32353,Clonazepam 2Mg 30Cp G Med,01-2024,
28478,38161,Profenid Entérico 100mg caixa com 20 comprimidos revestidos,01-2024,
28872,36625,"Musculare 10mg, Caixa Com 15 Comprimidos",01-2024,
29263,27133,Deltametrina Shampoo 100mL,01-2024,
29281,40993,Supradyn Ativa frutas amarelas com 30 comprimidos,01-2024,
29326,47134,Codeina 30Mg Paracetamol 24Cpr Biol,01-2024,
29914,36637,Musculare 10mg c  30 Comprimidos Revestidos,01-2024,
31009,45202,@ Amoxicilina+Clav 250Mg Sus Ems,01-2024,
31128,37897,"Naproxeno Sodico Neo Quimica 550Mg, Caixa Com 20 Comprimidos Revestidos",01-2024,
31390,31597,Tramal Retard 50mg 10 Comprimidos,01-2024,
31404,42169,Suplemento de Vitaminas A e D Emulsão Scott Sabor Regular 400mL,01-2024,
31467,34249,"Cipide 100Mg, Caixa Com 30 Comprimidos",01-2024,
31885,35941,"Condroflex 1,5g + 1,2g Sabor Limão 30 sachês",01-2024,
32112,36769,Atropa Belladonna D1 pomada com 25g,01-2024,
32961,34837,Atorvastatina 10 Mg 30 Comprimidos Leg,01-2024,
33121,31873,Diazepam - Germed Pharma 10mg caixa com 30 comprimidos,01-2024,
33133,36409,Tandene 30 Comprimidos Delta,01-2024,
33292,31501,Hemifumarato de Quetiapina 100mg Germed 30 Comprimidos Revestidos,01-2024,
33310,35785,Gravisop 30 sachês,01-2024,
34114,31129,Celecoxibe 200mg 10 Cápsulas - Eurofarma,01-2024,
34632,42073,"AltaD Caps 1.000UI, caixa com 30 cápsulas moles",01-2024,
35537,37789,"Air Salonpas 30mg/mL + 38,5mg/mL + 38,5mg/mL + 19mg/mL, tubo aerossol com 80mL de solução para uso dermatológico",01-2024,
35886,33361,Amplictil 40mg solução oral gotas 20ml,01-2024,
37331,38761,"Levoid 150Mcg, Caixa Contendo 30 Comprimidos",01-2024,
38390,39073,"Buscofem 400mg, caixa com 10 cápsulas moles",01-2024,
38832,36673,"Cloridrato de Ciclobenzaprina Eurofarma 5mg, caixa com 15 comprimidos revestidos",01-2024,
39128,44843,Musculare 10mg c  30 Comprimidos Revestidos,01-2024,
40857,39385,"Levotiroxina Sodica Merck 150Mcg, Caixa Com 30 Comprimidos",01-2024,
41137,44505,"Supositório de Glicerina Granado Pharmacias caixa com 12 supositórios, uso adulto",01-2024,
43651,45305,"Kollagenase com Cloranfenicol 10mg g + 0,6UI g 50g Pomada de Uso Dermatológico",01-2024,
45449,46342,"Berlison 10mg/g, caixa com 1 bisnaga com 15g de creme de uso dermatológico﻿",01-2024,
46230,46261,"Cloridrato de Venlafaxina 37,5mg Aché 28 Comprimidos",01-2024,
46560,45839,Aflexa Max colágeno 30 cápsulas,01-2024,
46591,42817,"Dprev 7.000Ui, Caixa Com 30 Comprimidos Revestidos",01-2024,
47601,45589,"Seretide Spray 25 mcg/dose + 125 mcg/dose, caixa com 1 tubo com 120 doses de suspensão de uso inalatória + válvula dosadora",01-2024,
48098,47079,"Tylenol Comprimido 750Mg, Caixa Com 20 Comprimidos Revestidos",01-2024,
139,39313,"Levotiroxina Sodica Merck 50Mcg, Caixa Com 30 Comprimidos",01-2024,0.0
222,27889,"Lacto-Leve 698mg/mL, frasco com 120mL de solução de uso oral, sabor ameixa",01-2024,0.0
562,15229,"Buscoduo 10mg + 500mg, caixa com 20 comprimidos revestidos",01-2024,0.0
1089,15781,"Glaucotrat 0,5%, caixa com 1 frasco gotejador com 5mL de solução de uso oftálmico",01-2024,0.0
1626,22261,"Predsim Comprimido 40Mg, Caixa Com 10 Comprimidos",01-2024,0.0
2573,40861,"Xafac 2,5mg, caixa com 30 comprimidos revestidos",01-2024,0.0
3228,1405,"Paracetamol Prati-Donaduzzi 750mg, caixa com 24 comprimidos revestidos",01-2024,0.0
3662,15997,Naldecon Dia Caixa Com 24 Comprimidos,01-2024,0.0
4944,18193,Notuss 3mg/mL + 50mg/mL + 3mg/mL + 3mg/mL .caixa contendo 120mL de xarope adulto + copo medidor de 10mL,01-2024,0.0
5077,17761,Prolopa 200mg + 50mg Roche 30 comprimidos simples,01-2024,0.0
5905,36169,Arpadol 400mg com 60 comprimidos revestidos,01-2024,0.0
5982,40357,Bucliplex Liq 120Ml,01-2024,0.0
7931,16573,Nitrato de Miconazol 20mg g Creme Vaginal 80g + 14 aplicadores Teuto Genérico,01-2024,0.0
10092,42877,"Dprev Caps 7000Ui, Caixa Com 12 Capsulas Moles",01-2024,0.0
10497,37993,"Meloxicam 7,5Mg Com 10 Comprimidos Nova Quimica",01-2024,0.0
10807,15349,"Enzilac 4500 FCC, caixa com 30 comprimidos mastigáveis",01-2024,0.0
11326,34717,"Fenofibrato EMS Sigma Pharma 200mg, caixa com 30 cápsulas gelatinosas duras",01-2024,0.0
11947,21517,Cicatenol 50mg g Pomada Dermatólogica 30g,01-2024,0.0
11992,30409,Duloxetina 30Mg 30Cap Ems,01-2024,0.0
12292,34153,Trezor 20mg 60 Comprimidos Revestidos,01-2024,0.0
13756,32773,Oxalato de Escitalopram 10mg Nova Química 30 Comprimidos Revestidos,01-2024,0.0
15167,10753,"Tobrex Pomada Oftalmica 3, 5g",01-2024,0.0
15205,26473,"Cloridrato De Metoclopramida Gotas Teuto 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oral",01-2024,0.0
15843,31093,Prysma 3mg 20 Comprimidos Revestidos,01-2024,0.0
16077,28021,"Picoprep contém 2 sachês com 16,1g cada - sabor laranja",01-2024,0.0
16414,8269,"Alenia 6mcg + 100mcg, caixa com 60 cápsulas gelatinosas duras com pó de uso inalatório﻿ + 1 inalador",01-2024,0.0
16846,18949,Uniprazol 20mg 56 Cápsulas,01-2024,0.0
17480,46581,Memoactive Tangerina Susp 120Ml,01-2024,0.0
17909,27493,"Seakalm 260mg, caixa com 20 comprimidos revestidos",01-2024,0.0
18141,709,Doril Enxaqueca 4  Comprimidosx25,01-2024,0.0
18186,14233,"Azukon MR 30mg, caixa com 60 comprimidos de liberação prolongada",01-2024,0.0
18302,4165,"Losartana Potássica Biosintética - Aché 50mg, caixa com 30 comprimidos revestidos",01-2024,0.0
19691,19417,Daflon 500mg caixa com 60 comprimidos revestidos,01-2024,0.0
20695,29713,Donaren Retard 150mg 30 Comprimidos De Liberação Prolongada,01-2024,0.0
21049,43501,Ecasil Ácido Acetilsalicílico 81mg 90 comprimidos,01-2024,0.0
22418,34681,"Ezetimiba Ems 10Mg, Caixa Com 15 Comprimidos",01-2024,0.0
22467,44910,"Suavicid 40mg + 0,5mg + 0,1mg Creme com 30g",01-2024,0.0
23258,22645,Flutivate 05mg creme dermatológico frasco com 15g,01-2024,0.0
23796,24541,Spray para Garganta Sanilin Sabor Menta 50mL,01-2024,0.0
24020,44987,"Ezetimiba Ems 10Mg, Caixa Com 15 Comprimidos",01-2024,0.0
24499,14101,LANTUS 100UI 10ML zz,01-2024,0.0
24749,5557,"Captopril Medley 25Mg, Caixa Com 30 Comprimidos",01-2024,0.0
24874,39229,"Euthyrox 125Mcg, Caixa Com 50 Comprimidos",01-2024,0.0
25295,47324,Micardis Hct 80 + 25Mg Caixa Com 30 Comprimidos,01-2024,0.0
26549,17257,Secnidazol 1000mg 4 Comprimidos Medley Genérico,01-2024,0.0
26709,46054,Zirk 500mg 5 Comprimidos Revestidos,01-2024,0.0
27150,27769,Óleo de Rícino ADV com 30mL,01-2024,0.0
27236,26041,Gastrol Abacaxi 1 Envelope X25,01-2024,0.0
27379,10417,Levofloxacino 500mg 7cpr med,01-2024,0.0
28115,32065,Ansitec 5mg 60 Comprimidos,01-2024,0.0
28432,15301,Lacday 10.000U.Fcc 8 Comprimidos Mastigáveis,01-2024,0.0
28622,44915,Oxalato de Escitalopram 10mg Nova Química 30 Comprimidos Revestidos,01-2024,0.0
29940,46068,"Levotiroxina Sodica Merck 50Mcg, Caixa Com 30 Comprimidos",01-2024,0.0
30253,35893,Algi Articular Com 30 Sachês Sabor Abacaxi,01-2024,0.0
30323,23713,"Sorine Nebulizador 0,9 , Frasco Gotejador Com 45Ml De Solucao De Uso Nasal  Bico Nebulizador",01-2024,0.0
30549,32617,Efexor XR 150mg 30 Cápsulas Gelatinosas Duras,01-2024,0.0
30910,6097,Cloridrato De Diltiazem Nova Química 30Mg Caixa Com 50 Comprimidos,01-2024,0.0
31354,12829,Gracial 025 + 0040 + 0125 + 0030mg caixa com 22 comprimidos,01-2024,0.0
31708,40525,Polivitamínico Infantil Emulvit Kids 150mL,01-2024,0.0
31891,21457,"Fitoscar 60mg/g, caixa com 1 bisnaga com 20g de pomada de uso dermatológico",01-2024,0.0
32056,19501,"Venaflon 450mg + 50mg, caixa com 30 comprimidos revestidos",01-2024,0.0
32765,40669,Fisioton 400mg 30 comprimidos,01-2024,0.0
33285,46213,"Predsim Comprimido 40Mg, Caixa Com 10 Comprimidos",01-2024,0.0
35143,29449,Deller 100mg com 30 comprimidos revestidos,01-2024,0.0
35266,28753,Memoactive Tangerina Susp 120Ml,01-2024,0.0
36056,47692,Lavitan Multi 5G Mulher caixa com 60 comprimidos,01-2024,0.0
36737,8953,Zirk 500mg 5 Comprimidos Revestidos,01-2024,0.0
37154,44767,"Picoprep contém 2 sachês com 16,1g cada - sabor laranja",01-2024,0.0
37866,13657,Stanglit 15mg frasco com 30 comprimidos,01-2024,0.0
